Protein,FS1 A MCF7,FS1 B MCF7,FS2 A MCF7,FS2 B MCF7,FP1 A MCF7,FP1 B MCF7,FP2 A MCF7,FP2 B MCF7,FP3 A MCF7,FP3 B MCF7,MIN PSMs for quant
UBXN2A,3.3753,3.0672,1.5906,2.0094,0.5461,0.5350,0.5492,0.5192,0.5197,0.5607,4
UBXN2B,4.3435,4.1105,1.0897,1.3634,0.6132,0.6158,0.6069,0.6200,0.4491,0.5108,9
UBXN4,0.5481,0.6948,0.4371,0.4874,1.1383,1.1744,1.8694,1.8301,1.5068,1.5540,76
UBXN6,2.6397,2.6562,0.9922,1.0122,0.9115,0.8854,1.0658,1.1133,0.6957,0.7755,14
UBXN7,0.6351,0.6887,1.9565,2.3074,0.9786,0.8903,0.8866,0.8277,0.5930,0.6485,86
UCHL3,3.8472,3.7917,1.5563,1.5443,0.5416,0.6146,0.4591,0.4099,0.3980,0.4701,60
UCHL5,2.9103,2.7879,1.1208,1.0412,0.8069,0.7599,0.7347,0.7402,1.2339,1.2730,88
UCK1,1.4032,1.2000,2.0316,1.1051,1.1276,0.8030,1.2404,1.0241,0.7393,0.6724,17
UCK2,1.9511,1.9596,2.0420,1.4256,0.8692,0.7816,0.9408,0.8571,0.5052,0.6053,28
UCKL1,3.2290,3.0453,1.0893,0.7489,0.9549,0.8770,1.0509,1.0592,0.7245,0.8120,27
UCP2,0.6048,0.3698,0.3555,0.5171,1.3399,1.6384,2.3214,2.8003,1.1271,1.0306,2
UEVLD,4.1289,3.9396,0.9644,0.8561,0.7895,0.7433,0.8270,0.8564,0.6641,0.6918,23
UFC1,4.0437,3.9408,1.0712,0.8327,0.6985,0.6171,0.7089,0.6565,0.5102,0.4742,20
UFD1L,1.1933,1.1786,1.9193,2.1343,0.8011,0.8865,0.7547,0.7722,0.5344,0.5893,68
UFL1,0.5423,0.5382,0.4014,0.4455,1.3083,1.3225,2.1141,2.1152,1.3952,1.3702,227
UFM1,4.9490,4.5701,1.0962,1.0437,0.5938,0.5013,0.5342,0.5746,0.4444,0.3913,20
UFSP1,3.0392,3.8135,0.8552,1.0349,0.8205,0.8987,0.8503,0.8291,0.7905,0.6582,8
UFSP2,0.4633,0.4222,0.3938,0.4448,1.4235,1.4157,2.0494,2.2549,1.4274,1.4196,31
UGCG,0.5317,0.5453,0.2879,0.2817,0.9767,0.9765,1.6022,1.6371,2.6750,2.4179,21
UGDH,3.5920,3.2613,1.6145,1.4381,0.5616,0.5427,0.4728,0.4578,0.3961,0.3860,814
UGGT1,0.5512,0.5630,0.8315,0.7100,1.1351,1.1550,2.0878,2.0959,1.1637,1.1530,373
UGGT2,0.8641,0.7434,0.7828,0.6648,1.1032,1.1344,1.9668,1.9205,1.3825,1.4453,26
UGP2,5.3370,5.0132,0.9590,0.9430,0.4492,0.4617,0.4473,0.4600,0.3516,0.3886,106
UGT1A6,0.4772,0.3744,0.2778,0.2777,1.4301,1.3242,2.6164,2.2829,1.4567,1.1576,23
UGT1A7,1.3270,1.3460,1.0042,1.4203,1.0691,1.1094,1.4605,1.3040,1.1249,1.1065,1
UGT2B28,5.6534,4.8653,0.9181,1.3841,0.3742,0.6658,0.4274,0.2479,0.2942,0.4241,1
UHMK1,0.8785,0.8655,0.6938,0.5473,1.4547,1.3786,1.6446,1.7781,1.2653,1.7690,1
UHRF1BP1,3.9171,3.5872,0.9240,0.9726,0.7187,0.7641,0.8011,0.8735,0.6413,0.7212,34
UHRF1BP1L,1.4820,1.3262,1.6170,1.3996,0.8368,0.8443,0.8787,0.8385,1.1546,1.2027,50
UHRF2,0.6091,0.5632,2.0171,1.8878,1.1048,1.0988,0.7743,0.8134,0.6911,0.7722,46
UIMC1,0.5189,0.5731,1.2817,1.6288,0.9639,1.0412,0.7364,0.7678,1.5155,1.6751,89
ULBP1,0.3122,0.2833,0.2036,0.1117,1.4438,1.2761,2.1293,2.2786,1.9013,1.5937,4
ULBP2,0.4785,0.4999,0.5147,0.4833,1.1519,1.2051,1.9885,1.7789,1.6844,1.7381,7
ULBP3,0.8766,0.8645,0.3202,0.4759,1.1585,1.2014,1.7387,1.9764,1.5753,1.8214,7
ULK1,3.3641,2.8948,0.8024,0.8925,0.9009,0.8268,1.1501,1.0840,0.8850,0.8442,15
ULK3,4.3039,3.9876,0.7605,0.8062,0.8217,0.7545,0.9992,0.9664,0.6940,0.7436,21
UMPS,3.7521,3.5823,0.9074,0.8111,0.8246,0.8189,0.9482,0.8736,0.5150,0.5830,85
UNC119,4.0213,3.8225,1.1238,0.9935,0.6651,0.7324,0.6751,0.7633,0.5567,0.6366,11
UNC119B,3.5715,3.3984,1.2937,1.0924,0.6919,0.7117,0.6066,0.6789,0.4895,0.5771,31
UNC13B,3.8075,3.8861,0.8819,0.9261,0.7973,0.7941,0.7411,0.8688,0.5725,0.6654,29
UNC13D,4.2175,4.0324,0.7803,0.8618,0.7390,0.7237,0.7717,0.8129,0.5342,0.6066,36
UNC45A,2.4479,2.1713,0.9694,0.9650,1.0984,1.0752,1.2224,1.2860,0.7489,0.8988,271
UNC5A,0.9549,0.7618,1.6693,0.6441,1.2458,1.1426,1.6949,1.3712,1.2612,0.9742,3
UNC5B,0.5044,0.3899,0.4098,0.3843,1.3026,1.3673,2.2664,2.1821,1.2689,1.7245,4
UNC5C,0.4338,0.5009,0.7394,0.6016,1.3587,1.5082,1.6609,1.8608,1.4546,1.7293,1
UNC93B1,0.2344,0.3385,0.3155,0.2813,1.2562,1.2851,1.8562,1.9410,1.6184,1.6912,12
UNG,0.6655,0.6789,1.8624,2.0582,0.9091,0.9818,0.8599,0.8642,0.5903,0.5833,23
UNK,1.6934,1.8581,1.8011,2.2841,0.7183,0.6842,0.6034,0.5498,0.6305,0.7290,54
UNKL,2.3577,2.2727,1.4334,1.7456,0.8537,0.7446,0.7871,0.6953,0.6396,0.5795,13
UPF1,1.4005,1.3879,0.6969,0.6691,0.7710,0.7586,0.8426,0.8208,2.6242,2.5311,417
UPF2,1.4276,1.3771,0.9573,0.8597,1.0057,0.9842,0.9923,1.0992,1.7230,1.6466,130
UPF3A,1.0862,1.1995,1.0249,1.1704,0.8639,0.8642,0.9233,0.8267,1.9052,1.8415,13
UPF3B,1.1113,1.0938,0.9779,1.1556,0.8271,0.8058,0.8140,0.7866,2.0070,1.9301,67
UPK1A,1.5967,1.1910,0.7319,0.8816,1.2995,1.1831,1.7474,1.4584,1.3432,1.2397,1
UPK1B,0.6882,0.8535,0.5158,0.6526,1.1538,1.2077,1.5957,1.7931,1.6534,1.7256,4
UPK2,0.5985,0.8487,0.7201,0.6745,1.1868,1.2805,2.0884,1.9988,1.1626,1.1204,4
UPP1,1.3277,1.4366,2.0926,1.2986,0.8852,0.8172,0.7657,0.8702,0.8714,0.7227,16
UPRT,3.6979,3.4372,1.1082,1.1620,0.9077,0.9158,0.8049,0.8167,0.5036,0.5748,4
UQCC1,0.5102,0.4127,0.3092,0.2873,1.6787,1.7465,2.6422,2.5975,0.8805,0.8809,25
UQCC2,0.6426,0.7317,0.5570,0.5498,1.5326,1.5395,2.4249,2.2405,0.8257,0.7751,19
UQCR10,0.4618,0.4062,0.3781,0.4136,1.8552,1.3562,2.8950,2.1767,1.0771,0.8573,20
UQCRB,0.4338,0.4355,0.4238,0.4878,1.5369,1.6343,2.3482,2.1111,0.8452,0.8887,94
UQCRC1,0.5796,0.5956,0.4758,0.6436,1.5091,1.5563,2.0308,2.0373,0.9188,0.9200,237
UQCRC2,0.6623,0.6707,0.5048,0.6070,1.5294,1.5740,2.1578,2.0683,0.8740,0.7985,191
UQCRFS1,0.6512,0.6217,0.4996,0.5929,1.4481,1.5758,2.1494,1.9918,0.9342,0.9171,117
UQCRH,0.5488,0.5568,0.4421,0.5443,1.4855,1.6117,2.0936,2.2516,0.8719,0.9642,80
UQCRQ,0.3428,0.3496,0.3350,0.5425,1.6224,1.6653,2.5994,2.3301,0.9194,0.8994,51
URB1,0.4907,0.5639,0.4337,0.4538,2.5257,2.5292,1.1704,1.2458,1.0605,0.9141,121
URB2,0.4577,0.4053,0.3043,0.3434,2.7744,2.5260,1.2445,1.2963,0.9612,0.8128,61
URGCP,3.9520,3.6754,0.8470,0.8174,0.8287,0.8011,0.7925,0.8722,0.7192,0.7527,32
URI1,2.5645,2.4049,1.4066,1.7967,0.7466,0.6793,0.6217,0.6403,0.9383,1.0465,33
URM1,4.8392,5.4916,0.6597,0.6366,0.6480,0.6717,0.8723,0.6508,0.5397,0.5948,4
UROD,2.7629,2.6013,1.8259,1.5359,0.6076,0.5363,0.5084,0.4869,0.4178,0.4727,35
UROS,3.2802,2.8731,1.6184,1.5097,0.7708,0.6907,0.5062,0.4748,0.5976,0.7615,18
USB1,0.9025,0.7187,1.0688,1.1502,1.4858,1.5773,1.0024,1.4205,1.4553,1.0513,2
USE1,0.3183,0.3630,0.3149,0.4116,1.2463,1.3758,1.9812,2.0618,1.6205,1.6485,33
USF1,0.5280,0.5320,1.1523,1.4570,1.5170,1.6532,1.0882,1.1962,0.9123,1.0547,16
USF2,0.6603,0.5353,1.2087,1.5276,1.5293,1.5393,1.0160,1.0976,0.8648,1.0336,14
USMG5,0.2320,0.1904,0.2055,0.2990,1.7090,1.7424,2.6487,2.5371,0.9761,0.9338,43
USO1,1.4584,1.3520,1.1667,1.3009,0.9420,0.9137,1.3475,1.3150,1.0277,1.1317,178
USP1,0.5418,0.6108,1.6965,1.5692,1.1786,1.0553,1.1351,1.1638,0.8315,0.8788,50
USP10,0.9334,0.9619,1.6532,1.5616,0.9249,0.8533,0.8447,0.8404,1.2545,1.3269,173
USP11,1.3362,1.2705,2.0958,1.6017,0.9912,0.8306,0.8641,0.8955,0.7053,0.7020,78
USP12,0.5048,0.6676,0.5806,0.7787,0.9537,0.9758,1.5138,1.6052,1.9317,2.5030,10
USP13,3.0643,2.8209,1.3135,1.1246,0.8914,0.8022,0.8348,0.9381,0.6840,0.7156,44
USP14,4.4332,4.2337,1.3337,1.0606,0.5928,0.5414,0.5255,0.5188,0.3916,0.4430,202
USP15,4.6517,4.2355,1.2496,1.1036,0.5394,0.5572,0.4914,0.5126,0.4209,0.4598,155
USP16,1.8357,1.6996,1.5356,1.7355,0.7048,0.6680,0.6749,0.6651,1.2106,1.4120,58
USP18,3.2722,3.0845,0.9828,0.8603,0.9680,0.8532,1.4111,0.9096,0.8798,0.7390,1
USP19,2.6459,2.4108,0.8651,0.7402,0.9753,0.9865,1.3629,1.3274,1.0078,1.0901,56
USP20,0.5529,0.5646,0.4198,0.4115,1.3037,1.3071,2.2123,2.1095,1.6748,1.6796,29
USP21,3.1228,3.1858,0.9346,0.8919,0.7365,0.5275,0.9024,0.7907,1.1593,1.6881,1
USP22,0.6069,0.7012,1.6130,1.1088,1.0012,0.9825,1.0276,1.0609,1.6119,1.8185,17
USP24,4.5489,4.2685,0.8156,0.7261,0.6859,0.6350,0.7394,0.7695,0.5526,0.6449,85
USP25,4.4141,4.0303,0.8737,0.8586,0.6737,0.6791,0.7454,0.7615,0.5769,0.6880,51
USP27X,1.9481,1.6675,1.1259,1.1279,0.9405,0.8889,0.6768,0.7363,1.8405,1.9753,4
USP28,0.9877,1.0291,1.9517,1.6342,1.0017,0.9211,1.0562,1.0763,0.7394,0.7929,45
USP3,0.5829,0.5784,1.9420,1.7987,1.0766,1.1230,0.8577,0.9407,0.6927,0.7190,46
USP30,0.5488,0.4476,0.3681,0.3995,1.6316,1.6500,2.4594,2.3465,0.9231,0.9174,14
USP31,0.9263,1.0284,0.6581,1.0645,1.1763,1.1011,1.4334,1.7212,1.2780,1.5538,8
USP32,3.9614,3.5624,0.9536,0.8569,0.7683,0.7870,0.8752,0.9116,0.6895,0.7446,129
USP33,0.5420,0.5557,0.4272,0.3830,1.3398,1.3177,2.0423,2.0414,1.6656,1.6122,40
USP34,1.3450,1.2804,1.4965,1.2160,1.0506,0.9654,1.1382,1.1381,0.9806,1.0253,136
USP35,2.9689,2.7044,0.9404,0.7967,0.9409,0.8576,1.0137,1.1119,0.9350,1.1891,12
USP36,0.6208,0.6018,0.4690,0.4899,2.3313,2.4524,1.0678,1.1623,1.0203,1.0291,76
USP37,0.5759,0.6360,1.6631,1.3115,1.1920,1.0964,1.1520,1.0917,0.8675,1.0607,32
USP38,1.7491,1.8095,1.3869,1.5570,0.9036,0.8998,0.7987,0.8071,0.6558,0.7495,19
USP39,0.6653,0.6874,1.1866,1.1128,0.9857,1.0135,0.7619,0.7688,1.9608,1.9881,115
USP4,4.8227,4.5250,1.0985,0.8687,0.6216,0.5842,0.5739,0.6461,0.3954,0.5476,60
USP40,3.6718,3.3710,0.7884,0.8693,0.7031,0.7210,0.7203,0.7455,0.9472,1.1756,26
USP42,0.4507,0.5730,0.6417,0.6597,1.9381,1.9750,1.0588,1.0081,1.6470,1.4258,37
USP43,0.8822,0.7566,0.5343,0.6247,1.3881,1.3640,1.9335,1.9770,1.2359,1.4081,18
USP45,3.3209,3.4437,0.8357,0.8770,0.6349,0.8167,0.6752,0.7390,1.0200,1.2948,2
USP46,0.9603,0.9496,0.6466,0.5776,1.0474,1.0848,1.6164,1.5519,1.9010,2.1337,8
USP47,5.6409,5.1886,0.7219,0.7682,0.4884,0.5747,0.5189,0.5161,0.4158,0.4459,88
USP48,0.7391,0.6733,2.2730,1.9291,0.9874,0.9146,0.8595,0.8547,0.5638,0.6335,106
USP5,3.2513,3.1324,1.5944,1.5820,0.6694,0.6270,0.6266,0.5749,0.4209,0.4906,280
USP51,0.7827,0.8353,0.4858,0.6380,0.9049,0.7594,1.0690,0.9613,3.1643,3.0751,2
USP53,1.7979,1.5782,1.1128,1.1569,1.0629,1.2779,1.0901,1.5939,0.7227,1.0125,2
USP54,0.7841,0.8725,0.7184,0.7294,1.3387,1.3596,1.7846,1.6691,1.1779,1.2202,36
USP6,2.1604,3.8614,0.8040,0.8170,1.7488,0.4903,1.1258,1.2752,0.7413,0.8381,2
USP6NL,0.5832,0.6375,0.5829,0.5789,1.3914,1.2971,2.1213,1.9799,1.1352,1.2004,37
USP7,0.7637,0.7655,2.0005,1.5186,1.0061,0.9453,0.8855,0.8578,1.0833,1.1521,386
USP8,4.7973,4.2706,0.9691,1.1169,0.4939,0.5274,0.4164,0.4328,0.3567,0.4001,128
USP9X,4.5554,3.8959,0.9590,0.7771,0.6749,0.6513,0.6625,0.6963,0.6504,0.7572,119
USPL1,0.3987,0.3471,1.1909,0.8260,1.5467,1.7115,1.2220,1.5245,1.1505,1.2852,7
UST,0.6157,0.6483,1.0412,2.1288,0.9518,1.0014,1.1965,1.1521,1.6036,1.5604,4
UTP11L,0.5702,0.4143,0.4346,0.6434,2.5233,2.6907,1.2375,1.2609,0.8893,0.8515,30
UTP14A,0.4946,0.4383,0.4738,0.5067,1.7079,1.7633,0.9317,0.9396,2.2939,2.1196,98
UTP14C,0.5357,0.4765,1.2203,1.6215,0.8629,0.8157,0.8748,0.8350,1.5806,2.2372,2
UTP15,0.6208,0.6223,0.4269,0.5170,2.5135,2.5525,1.1584,1.2560,0.9466,0.8681,61
UTP18,0.5558,0.6814,0.5560,0.6598,1.8820,2.1806,1.0487,1.1826,1.1143,1.2089,66
UTP20,0.4617,0.5127,0.3660,0.4034,2.1100,2.1232,1.0557,1.1065,1.7963,1.5475,192
UTP23,0.5771,0.5271,0.6387,0.7756,1.4190,1.5324,0.8575,0.8691,2.4111,2.1447,39
UTP3,0.5020,0.5103,0.4029,0.4104,2.0448,2.0196,1.0419,1.0381,1.7244,1.7546,60
UTP6,0.5902,0.5880,0.4131,0.4071,2.7089,2.6869,1.1809,1.3325,0.7768,0.7740,69
UTRN,0.5124,0.5197,0.4711,0.4849,1.4082,1.4150,2.2540,2.2052,1.1242,1.3171,353
UTS2,0.6296,0.6040,1.1328,1.1568,1.0546,1.1141,1.6989,1.5863,1.0458,1.1739,29
UTY,1.0092,0.9324,1.5761,1.2936,0.8979,0.8641,0.7589,0.7092,2.1984,1.7311,2
UVRAG,2.6445,2.4776,0.9827,0.9601,0.7797,0.8675,1.0518,1.0116,1.1219,1.1135,23
UVSSA,0.9961,1.0688,0.9282,0.8165,1.3781,1.2360,1.5774,1.5473,1.1243,1.2779,28
UXS1,0.4679,0.5007,0.3933,0.4300,0.9776,1.0416,1.9365,1.9661,2.0672,2.0215,46
UXT,2.8597,2.4220,1.1582,0.6916,0.9207,0.7801,0.9444,0.9510,1.3705,1.1835,5
WAC,0.5584,0.4993,1.9872,1.9819,1.0777,0.9586,0.9462,0.9579,0.6985,0.6635,32
VAC14,2.3867,2.1844,1.2248,1.0678,0.8399,0.7603,0.9353,0.8860,1.2641,1.1505,61
VAMP1,0.9941,0.8912,0.7249,0.7517,1.0006,1.0386,1.1754,1.4089,1.5888,2.0112,3
VAMP3,0.6462,0.7523,0.3766,0.5365,0.9157,0.9553,1.5475,1.4866,2.5204,2.6806,19
VAMP4,0.5894,0.7548,0.4399,0.3754,0.9368,0.9313,1.5204,1.4559,2.3904,2.5030,19
VAMP5,0.5159,0.5194,0.2983,0.4093,1.1317,1.2512,1.6741,1.7882,2.1371,2.2770,14
VAMP7,0.6684,0.6650,0.3520,0.3503,0.8220,0.8188,1.4534,1.4398,2.9352,2.9330,47
VAMP8,0.6433,0.5601,0.4776,0.6615,0.9139,0.9509,1.3700,1.3304,2.3837,2.5324,76
VANGL1,0.4437,0.5059,0.3874,0.4448,1.3714,1.3654,1.9963,2.0890,1.3373,1.4697,67
VAPA,0.4388,0.4503,0.3744,0.4349,1.3232,1.3699,2.0533,2.0381,1.5013,1.5376,267
WAPAL,0.6377,0.6563,1.8456,1.8799,1.0149,0.9739,0.9350,0.9110,0.8538,0.8582,125
VAPB,0.4524,0.4423,0.3948,0.4597,1.2686,1.3541,1.9802,1.9531,1.5325,1.5518,253
VARS,3.4971,3.2159,1.2670,1.2551,0.6831,0.6932,0.6522,0.6619,0.7435,0.7571,279
WARS,6.0559,5.6151,0.8368,0.7683,0.4056,0.4200,0.3967,0.3942,0.3401,0.3441,101
WARS2,0.5332,0.4409,0.5723,0.5528,1.6648,1.8386,2.2485,2.2910,0.6468,0.6110,29
WASF1,2.6413,2.4628,0.8276,0.8849,0.7541,0.8431,1.1333,1.1893,1.0777,1.1381,20
WASF2,2.6644,2.4264,0.8628,1.0036,0.7651,0.7595,1.1504,1.1699,1.1788,1.2474,46
WASF3,2.4654,2.0220,0.7027,1.0708,0.7977,0.8992,1.3902,1.4404,1.4004,1.6222,5
VASH1,3.5875,3.7791,1.5096,1.4893,0.5128,0.6931,0.3807,0.7882,0.6919,0.3448,1
WASH4P,2.2835,2.0572,1.8174,2.3421,0.5998,0.6859,0.5097,0.5841,0.4715,0.5487,12
WASL,5.0041,4.6994,1.0560,1.3425,0.4854,0.4963,0.4738,0.4871,0.4193,0.3829,44
VASN,0.7774,0.6053,0.6051,0.9939,1.2057,1.2082,2.1846,1.6896,1.4932,1.2006,8
VASP,3.9480,3.5503,1.1239,1.2733,0.5234,0.5474,0.5260,0.5979,0.4910,0.5797,107
VAT1,2.7185,2.4538,0.8666,0.9500,0.8344,0.8587,1.0998,1.1284,0.9757,1.1625,117
VAT1L,4.4048,4.3167,0.9091,0.7504,0.6585,0.6274,0.7250,0.6693,0.6344,0.6098,4
VAV2,5.7963,5.0887,0.7205,0.6825,0.5465,0.5606,0.5924,0.5917,0.4270,0.4483,90
VAV3,4.0328,3.3262,1.1034,1.0945,0.7116,0.7341,0.8600,0.7896,0.7274,0.6411,21
VBP1,3.2438,3.0738,1.5256,1.7784,0.5582,0.5744,0.4542,0.4370,0.3905,0.3998,73
WBP1,1.0944,1.0724,0.6238,0.9488,0.7595,0.7485,1.3756,1.2937,2.2872,2.4038,2
WBP11,0.6407,0.6806,1.6556,1.8992,1.2484,1.2595,0.7967,0.7026,0.8889,0.8956,132
WBP1L,0.6522,0.4834,0.5169,0.4852,1.1079,1.1247,1.6654,1.8701,1.8059,2.1730,5
WBP2,4.3731,3.6370,1.2166,1.2895,0.5248,0.5287,0.6260,0.6295,0.5671,0.5464,25
WBP4,0.4539,0.4713,2.1238,2.6213,0.9383,0.9368,0.5278,0.5305,0.6841,0.6893,35
WBSCR22,0.6895,0.7449,1.2505,1.5619,1.0067,0.9297,0.9256,0.9098,1.4261,1.4399,43
VCL,5.2525,5.0241,0.8306,0.8237,0.5223,0.5279,0.5232,0.5271,0.4677,0.4567,287
VCP,1.1092,1.0583,1.6576,1.6971,0.8594,0.8433,1.0067,0.9539,1.0807,1.0681,1296
VCPIP1,3.1682,2.8615,1.3473,1.3314,0.7558,0.7901,0.7392,0.8024,0.5698,0.6357,84
VCPKMT,4.5767,3.0073,1.4517,1.2188,0.5935,0.6696,0.5136,0.5115,0.3281,0.4746,6
VDAC1,0.4011,0.4409,0.3334,0.3934,1.6497,1.7110,2.3298,2.2695,0.8161,0.8869,460
VDAC2,0.4182,0.4001,0.3128,0.3901,1.6736,1.7862,2.3112,2.3669,0.8472,0.8917,290
VDAC3,0.4105,0.4686,0.2970,0.4044,1.7205,1.7019,2.2532,2.4314,0.8241,0.7928,129
WDFY1,0.7327,0.7440,0.6077,0.6046,0.8884,0.8493,1.2558,1.2254,2.4888,2.4102,69
WDFY2,1.8353,1.9431,1.2584,0.7396,0.9820,0.8899,1.2525,1.1432,1.5259,1.3461,11
WDFY3,4.2858,3.7974,0.8172,0.7625,0.7832,0.7942,0.8465,0.9007,0.7652,0.7307,32
WDHD1,0.5827,0.6075,2.1230,2.3945,0.7999,0.7850,0.6354,0.6432,0.5926,0.5838,191
VDR,1.3383,1.1281,1.1886,1.0734,1.3379,1.2926,1.3198,1.3500,0.8321,0.9579,6
WDR1,4.6097,4.3277,1.0574,1.0061,0.5606,0.5624,0.5487,0.5300,0.4791,0.5068,254
WDR11,1.0286,1.0198,1.1662,0.9506,0.9781,0.9370,1.0167,1.1153,1.7468,1.9671,91
WDR12,0.5798,0.6087,0.7709,0.7840,1.8055,1.8731,0.9305,1.0314,1.5243,1.4967,99
WDR13,2.0260,1.7890,1.4047,1.1316,0.9808,0.8945,0.9863,1.0109,0.8681,0.8736,21
WDR18,0.5994,0.5578,0.4770,0.4497,1.6392,1.7319,0.9423,0.9451,2.3361,1.8021,80
WDR19,1.9916,1.8978,1.1972,1.0754,0.8904,0.8822,1.0626,1.0560,1.1144,1.2996,26
WDR20,1.5229,1.4930,0.7732,0.6925,0.9995,0.9212,1.3335,1.3148,1.7146,1.8965,20
WDR24,1.0672,1.0589,1.0564,0.9493,0.9699,0.9359,0.9925,1.0563,1.9777,1.7756,29
WDR25,0.9983,1.0294,0.6036,0.6498,1.0552,1.1868,1.0344,0.9913,2.2162,2.3346,10
WDR26,1.7679,1.6275,1.4948,1.2994,0.7522,0.7564,0.7568,0.7833,1.4578,1.4895,66
WDR3,0.5301,0.5252,0.5062,0.4642,2.3002,2.2729,1.1288,1.2172,1.1380,1.1214,122
WDR33,0.4541,0.4616,0.7975,0.7957,1.7296,1.8148,0.9674,1.0175,1.4851,1.4521,122
WDR34,3.9454,3.8871,0.7774,0.7776,0.7431,0.7786,0.8438,0.9177,0.7260,0.8906,15
WDR35,2.4224,2.2853,1.0780,0.8876,0.8827,0.8545,1.0556,1.1070,1.1273,1.1780,35
WDR36,0.5426,0.5265,0.3547,0.4219,2.5603,2.6553,1.1503,1.2505,1.0587,0.9690,81
WDR37,3.5304,3.4961,0.9949,0.9369,0.6528,0.7015,0.6633,0.7264,0.8222,0.9458,30
WDR4,0.7849,0.8913,2.7261,1.9230,0.8082,0.6717,0.7619,0.6907,0.7290,0.6453,40
WDR41,3.3729,3.3574,0.6875,0.5878,0.8691,0.9093,1.0806,1.1311,1.0720,1.1410,18
WDR43,0.6052,0.6039,0.4505,0.5345,2.5557,2.5741,1.0979,1.2290,0.8328,0.7798,103
WDR44,4.4624,4.3527,1.1239,1.2185,0.5392,0.5451,0.5669,0.5041,0.4396,0.5084,102
WDR45,6.2611,5.9872,0.5557,0.5193,0.4808,0.5393,0.6193,0.6520,0.3313,0.5344,3
WDR45B,1.9943,2.0989,1.5111,1.1416,0.8635,0.8063,1.0402,1.0132,1.1366,1.0217,19
WDR46,0.5858,0.5595,0.4379,0.4792,2.2483,2.1761,1.2121,1.1836,1.3845,1.3218,69
WDR47,4.2030,3.8341,0.8952,0.8566,0.7445,0.7248,0.7025,0.7973,0.6608,0.6849,31
WDR48,1.1066,1.1029,1.1500,0.8641,1.0378,0.9706,1.3418,1.3118,1.4707,1.4629,58
WDR5,0.4843,0.4968,1.1342,0.9394,1.0461,1.0156,0.8424,0.9029,2.2555,2.2709,79
WDR53,2.5958,2.7272,1.7411,1.6609,0.8498,0.7563,0.4494,0.6079,0.5389,0.6668,10
WDR54,3.0697,3.5306,1.0102,1.4155,0.6422,0.6693,0.6417,0.5771,0.4005,0.4914,8
WDR55,1.0527,1.0232,1.8673,2.0009,0.9634,0.9088,0.7431,0.6622,0.9409,0.8791,51
WDR59,1.5024,1.4596,0.9554,0.8881,0.9228,0.8741,0.9800,1.0605,1.7744,1.8664,36
WDR5B,0.9897,1.3056,1.1687,1.0646,1.5321,1.5287,1.0163,1.1200,0.9584,1.0152,5
WDR6,2.9190,2.5734,0.7965,0.7674,0.9615,0.8391,0.8492,0.8960,1.4474,1.2211,39
WDR60,1.3245,1.2178,0.7963,0.7714,1.1552,1.1052,1.1883,1.1956,1.4665,1.7682,26
WDR61,2.4160,2.2093,1.7778,1.7266,0.7661,0.7845,0.5051,0.5315,0.6882,0.7413,61
WDR62,4.1316,3.8564,0.9352,0.9277,0.7908,0.6708,0.7676,0.7144,0.8167,0.8997,14
WDR7,3.4963,3.0013,1.0549,0.8587,0.8030,0.8393,0.8848,0.8789,0.8991,0.9785,20
WDR70,0.6339,0.7099,1.9990,1.8278,1.0437,1.0069,0.8530,0.8206,0.7478,0.7742,79
WDR73,2.9628,3.1020,1.5641,1.1215,0.8124,0.7568,0.7674,0.6670,0.6124,0.5863,31
WDR74,0.5974,0.6100,0.5902,0.5786,2.1476,2.3157,1.0353,1.1526,1.3834,1.3491,52
WDR75,0.5621,0.5696,0.3988,0.4487,2.5830,2.7824,1.1032,1.2986,0.8066,0.8327,83
WDR76,0.5832,0.7627,0.5650,0.5638,1.7067,1.6818,0.9612,1.1094,2.0279,1.8897,23
WDR77,3.1677,2.9817,1.2687,1.2412,0.6810,0.6812,0.6863,0.6867,0.8217,0.8507,46
WDR81,2.2467,2.0252,0.8412,0.9473,0.9105,0.9361,1.2256,1.2032,1.2473,1.4106,33
WDR82,0.6924,0.7204,1.3667,0.8828,1.0198,1.0461,0.8194,0.9102,1.8285,1.9284,70
WDR83,0.7725,0.7553,1.5742,1.5924,1.1262,1.2286,0.8363,0.9759,1.1024,1.2323,25
WDR87,0.5726,0.6020,1.1012,1.4228,1.2487,1.5459,1.0416,1.0439,0.7308,1.1953,4
WDR89,0.6876,0.6230,0.6841,0.6921,2.3119,2.2732,1.1547,1.1876,0.8409,0.9023,27
WDR90,1.0839,1.1586,0.8074,0.9838,1.0310,1.1394,1.2378,1.1828,1.7888,1.8678,16
WDR91,2.0277,1.8866,0.8525,0.8814,0.8468,0.9002,1.1669,1.2342,1.5489,1.6364,24
WDR92,2.2722,2.0516,1.7325,1.4347,0.6495,0.6643,0.5688,0.6440,0.9413,0.9599,20
WDSUB1,4.3561,4.0098,1.5674,1.2827,0.4636,0.4676,0.4120,0.3635,0.3548,0.3667,8
WDTC1,2.7553,2.5746,1.0938,0.9558,0.9666,0.9361,0.8671,0.8385,0.8659,0.9111,27
WDYHV1,2.5889,2.3371,1.8626,1.6194,0.6354,0.6944,0.6036,0.5423,0.5151,0.5777,23
WEE1,1.0201,0.9161,1.8190,1.7741,1.0035,0.9903,1.0232,1.0740,0.6307,0.7373,12
