Protein,FS1 A H322,FS1 B H322,FS2 A H322,FS2 B H322,FP1 A H322,FP1 B H322,FP2 A H322,FP2 B H322,FP3 A H322,FP3 B H322,MIN PSMs for quant
RPP14,0.5692,0.5181,1.3049,1.3899,1.1085,1.1761,0.6619,0.6288,2.3599,1.9676,10
RPP25,0.381,0.3533,1.3137,1.3966,1.0227,0.9546,0.6652,0.6486,2.2923,1.9345,13
RPP25L,0.598,0.41,1.3234,1.1533,0.8861,0.9505,0.8441,0.687,2.8143,2.152,7
RPP30,0.5123,0.5073,1.3902,1.2568,1.0376,1.0239,0.5983,0.5656,2.4069,1.9415,40
RPP38,0.9866,1.0626,1.3456,1.2419,0.9102,0.9076,0.6195,0.6497,2.1556,1.9961,20
RPP40,0.4505,0.4722,1.4984,1.3448,0.9782,0.9492,0.5607,0.5428,2.6244,2.2309,30
RPRD1A,1.1685,1.4374,1.9171,1.8641,1.2134,1.1713,0.8134,0.8079,0.6824,0.6665,45
RPRD1B,1.4152,1.6522,2.2492,2.0057,0.9951,1.0035,0.7347,0.7227,0.5921,0.5797,198
RPRD2,0.5068,0.5013,1.5331,1.5135,1.9587,2.1314,0.7089,0.7439,0.5097,0.5274,119
RPS10,0.8041,0.8449,0.875,0.8723,0.5539,0.5724,0.6367,0.6082,3.4861,2.7944,100
RPS11,0.5558,0.5501,0.5735,0.5294,0.5857,0.5998,0.7112,0.6495,3.8516,3.2121,310
RPS12,0.6161,0.5853,1.2247,1.1674,0.5331,0.5545,0.5866,0.5762,3.3815,2.7731,229
RPS13,0.5068,0.4651,0.5001,0.4619,0.6476,0.6648,0.7203,0.6872,3.83,3.1624,253
RPS14,0.7727,0.7956,0.8812,0.8017,0.78,0.8021,0.8498,0.7818,2.5359,2.3063,278
RPS15,0.4804,0.4698,0.6995,0.5965,0.5276,0.533,0.6302,0.5963,4.0869,3.2644,178
RPS15A,0.5673,0.5926,0.5021,0.4821,0.6862,0.6854,0.8014,0.7759,3.6352,2.8687,68
RPS16,0.5325,0.4961,0.6973,0.6196,0.5774,0.5845,0.6748,0.6466,3.7946,3.0473,383
RPS18,0.5457,0.533,0.6154,0.6006,0.5404,0.576,0.6755,0.6355,3.6893,3.0418,397
RPS19,0.565,0.5529,0.8138,0.7615,0.5791,0.6012,0.6278,0.6193,3.5227,2.9991,197
RPS19BP1,0.4667,0.4072,0.5984,0.5608,1.7997,1.8969,0.8614,0.8353,1.681,1.3022,29
RPS2,0.5332,0.5065,0.5854,0.5238,0.4972,0.5321,0.6787,0.6671,4.0002,3.2096,500
RPS20,0.6576,0.5942,1.0587,1.0866,0.655,0.7079,0.6953,0.6617,2.9885,2.5087,179
RPS21,0.7391,0.7021,1.8226,1.8123,0.6781,0.7128,0.6653,0.6627,1.9865,1.6819,208
RPS23,0.5757,0.5742,0.6815,0.5523,0.6346,0.6616,0.73,0.7077,3.5184,2.9192,132
RPS24,0.5243,0.5045,0.6547,0.5669,0.575,0.5971,0.6687,0.6221,3.7758,3.2717,200
RPS25,0.5182,0.5217,0.7071,0.6272,0.5769,0.551,0.6757,0.6566,3.8164,3.1352,186
RPS26,0.4809,0.4622,0.4767,0.4112,0.5335,0.533,0.875,0.7857,4.0075,3.3374,100
RPS27,0.5525,0.5728,0.7113,0.656,0.9053,1.0389,1.3695,1.33,2.0798,1.7284,103
RPS27A,0.5918,0.5854,0.9713,0.8604,0.693,0.7111,0.7403,0.7115,2.6357,2.2394,282
RPS27L,0.8519,0.8965,0.7093,0.6661,1.0402,1.1423,1.3398,1.2591,1.9653,1.6627,50
RPS28,0.6378,0.5962,1.1167,1.048,0.6227,0.6628,0.6841,0.6463,3.0476,2.4335,179
RPS29,0.282,0.3071,0.4108,0.3479,0.4543,0.4943,0.7144,0.6684,4.5933,3.6066,44
RPS3,0.6458,0.6565,0.9196,0.8732,0.5668,0.5863,0.6926,0.6656,3.4109,2.798,758
RPS3A,0.5772,0.5521,0.8355,0.6977,0.5571,0.5827,0.636,0.617,3.6188,3.0782,623
RPS4X,0.4827,0.4641,0.4192,0.3679,0.5773,0.5751,0.7559,0.7098,4.0496,3.314,394
RPS4Y1,0.5101,0.5071,0.4534,0.4133,0.7474,0.8658,0.9017,0.8733,3.0458,2.7207,66
RPS5,0.5308,0.5026,0.7149,0.6463,0.5331,0.5398,0.536,0.5213,4.0131,3.2533,187
RPS6,0.4712,0.4564,0.5735,0.5121,0.6145,0.6198,0.708,0.6671,3.8734,3.1516,439
RPS6KA1,4.0998,4.3636,0.8914,0.9631,0.5381,0.6221,0.7142,0.7635,0.6359,0.6819,78
RPS6KA3,3.8855,4.0994,1.0782,1.0529,0.5394,0.5875,0.7401,0.7581,0.6792,0.6781,72
RPS6KA4,1.7676,2.1687,1.2782,1.0668,0.7738,0.7884,1.1553,1.0812,1.1015,1.07,43
RPS6KA5,2.1123,2.6183,1.4786,1.1513,0.7074,0.6394,1.0791,0.9683,0.9356,0.8609,22
RPS6KA6,2.4946,2.4699,1.0565,1.0761,0.8204,0.8885,1.0201,1.0517,0.8933,0.9626,12
RPS6KB1,4.1908,4.7957,0.9609,1.1012,0.5485,0.5761,0.6177,0.643,0.5242,0.6625,11
RPS6KB2,2.8096,2.9902,1.1078,1.0701,0.7111,0.7769,0.8524,0.9177,0.9301,0.8873,14
RPS6KC1,1.2592,1.1446,1.5932,1.6093,0.757,0.7977,1.2533,1.1779,1.0179,1.0229,21
RPS7,0.5621,0.5803,0.6237,0.5734,0.6355,0.6561,0.7791,0.7609,3.5558,2.8324,271
RPS8,0.5329,0.5171,0.5139,0.4484,0.5338,0.5337,0.676,0.6437,3.9651,3.2607,525
RPSA,0.647,0.5304,1.949,1.2145,0.7605,0.6094,0.7835,0.7996,2.2594,1.786,4
RPTOR,1.2477,1.0766,0.8566,0.8886,0.6067,0.636,1.3762,1.2367,1.9264,1.7806,92
RPUSD2,1.3228,1.4779,2.5931,2.2939,0.637,0.5892,0.5811,0.5547,1.1256,0.8697,56
RPUSD3,0.4779,0.4353,0.3731,0.3973,1.1379,1.1366,2.2123,2.0083,1.1464,1.1181,27
RPUSD4,0.357,0.3126,0.323,0.3368,1.015,1.0124,2.0956,1.7537,1.5833,1.5038,29
RQCD1,0.616,0.5649,1.102,1.0055,0.9094,0.9017,1.2051,1.2737,1.8556,1.6916,43
RRAGC,1.3119,1.2101,0.8815,0.8044,0.6187,0.624,1.5432,1.3499,1.7415,1.4472,17
RRAGD,2.4246,2.204,0.7861,0.761,0.6162,0.6758,1.3346,1.2946,1.3939,1.2437,2
RRAS,0.4877,0.4759,0.5141,0.4334,1.2778,1.2927,1.691,1.5278,1.3536,1.2794,45
RRAS2,0.5174,0.5319,0.598,0.541,1.3415,1.355,1.7198,1.7025,1.0306,1.0239,172
RRBP1,0.387,0.3707,0.9291,0.8883,1.0443,1.0032,1.6981,1.5403,1.3365,1.2943,928
RREB1,0.483,0.4812,0.6039,0.6211,2.2714,2.456,0.9171,1.0177,0.766,0.7683,93
RRM1,4.7582,5.0947,1.3083,1.449,0.3618,0.4376,0.4232,0.4454,0.4401,0.4708,91
RRM2,3.9111,4.1107,1.0584,1.1538,0.608,0.7138,0.6991,0.7432,0.5356,0.5811,107
RRM2B,5.2815,5.2333,1.3815,1.3592,0.3616,0.3954,0.3762,0.3878,0.3746,0.364,22
RRN3,1.6905,1.8185,0.6647,0.651,1.4877,1.427,0.8661,0.8826,1.3759,1.3738,18
RRNAD1,3.5184,3.8206,1.0779,1.0353,0.7997,0.7892,0.693,0.6467,0.8654,0.8264,1
RRP1,0.3642,0.3458,0.3502,0.3442,2.1458,2.323,0.7247,0.755,1.6995,1.4082,80
RRP12,0.553,0.5204,0.4065,0.3834,2.4539,2.6934,0.7443,0.7423,1.109,1.0782,151
RRP15,0.9318,1.0025,0.708,0.6315,2.2034,2.0978,0.6674,0.6715,1.1964,1.1327,49
RRP1B,0.5246,0.4503,0.4041,0.4109,2.3708,2.4814,0.7121,0.703,1.0507,1.0124,90
RRP36,0.4666,0.5129,0.5155,0.4492,2.1437,2.5221,0.741,0.8078,0.8946,0.8119,26
RRP7A,0.468,0.4922,0.4787,0.441,2.2516,2.3643,0.771,0.7307,1.5155,1.3084,46
RRP8,0.3851,0.3458,0.3628,0.3415,2.7288,2.8891,0.7205,0.7648,0.92,0.9482,46
RRP9,0.3576,0.3331,0.5899,0.527,2.3714,2.4982,0.7791,0.7839,1.0396,0.9587,46
RRS1,0.3748,0.3818,0.3061,0.3333,2.6877,2.7658,0.7655,0.7662,0.9719,0.9765,98
RSAD1,0.5576,0.6597,0.7392,0.7669,1.1122,1.0618,2.0626,1.8488,0.8347,0.7616,11
RSBN1,0.451,0.4874,1.2847,1.2378,0.7991,0.8208,0.5566,0.5498,2.9421,2.298,35
RSBN1L,0.4943,0.4221,1.245,1.1907,0.8115,0.7734,0.5796,0.5456,2.9011,2.4069,24
RSF1,0.4599,0.4318,0.4044,0.386,2.405,2.5657,1.0968,1.1638,0.6205,0.6408,249
RSL1D1,0.3872,0.369,0.3636,0.3504,2.7588,2.9899,0.7529,0.7578,0.818,0.8217,248
RSL24D1,0.6189,0.6547,0.4917,0.4716,2.0121,2.1804,0.7676,0.791,1.6258,1.4188,8
RSPRY1,0.6576,0.5862,0.4005,0.3478,1.3426,1.3287,1.8612,1.8149,1.1264,1.1206,43
RSRC1,0.7105,0.6888,2.152,1.9893,1.5391,1.5162,0.6136,0.6343,0.8175,0.8003,32
RSRC2,0.5593,0.5605,2.9218,2.7006,0.806,0.8525,0.7208,0.7001,0.6986,0.6379,24
RSU1,3.2776,3.2476,1.1249,1.0479,0.6756,0.7112,0.8665,0.8621,0.7755,0.9145,47
RTCA,4.5876,5.0426,1.4622,1.3347,0.4043,0.4381,0.3758,0.4051,0.6102,0.5441,37
RTCB,0.8668,0.9468,2.1192,2.0137,0.7802,0.8022,0.7646,0.7217,1.4395,1.1622,311
RTF1,0.9882,1.1876,2.5037,2.1729,0.7903,0.8336,0.8233,0.8336,0.7203,0.739,119
RTFDC1,3.807,4.3256,1.8471,1.5997,0.5354,0.5689,0.4707,0.4325,0.4474,0.4584,41
RTKN,3.5823,3.6091,1.0045,1.1275,0.6115,0.7523,0.8624,0.893,0.6683,0.675,50
RTKN2,1.4796,1.5314,1.25,1.2727,0.8603,1.0297,1.2329,1.205,0.9527,0.8955,6
RTN1,0.3643,0.399,0.4747,0.454,1.1856,1.1366,1.5569,1.4988,1.7836,1.7507,17
RTN3,0.4936,0.4937,0.4408,0.4519,1.1086,1.0603,1.4581,1.4631,2.0757,1.82,132
RTN4,0.5122,0.5139,0.442,0.415,1.1015,1.0178,1.4416,1.4046,2.0655,1.792,184
RTN4IP1,0.3679,0.3701,0.7562,0.7977,1.1643,1.1461,2.1532,1.9391,0.7503,0.72,64
RTN4R,0.2488,0.43,0.6631,0.5387,1.2508,1.4577,1.3735,1.4064,1.7085,1.5259,4
RTN4RL2,1.0097,0.7446,0.9231,1.0188,1.1868,1.17,1.0797,1.2124,1.9414,1.3071,1
RTTN,1.3568,1.4745,0.9566,0.822,0.7832,0.8886,1.2371,1.3636,1.3322,1.3718,40
RUFY1,1.0289,1.0708,0.8636,0.8274,0.742,0.7794,1.5298,1.4784,1.6945,1.5052,146
RUFY2,0.7087,0.7226,0.6948,0.615,0.7617,0.7697,1.7603,1.5961,1.8331,1.5847,63
RUFY3,2.3617,2.4257,1.1698,1.1992,0.7161,0.8588,0.9577,1.0336,0.8912,0.9625,29
RUNDC1,0.782,0.7477,0.5741,0.525,0.8757,0.7983,1.8656,1.627,1.6195,1.5367,30
RUNX1,0.7377,0.7454,1.3796,1.1964,1.3415,1.2327,1.0855,1.1055,1.1908,0.9888,13
RUNX2,0.9687,1.0094,1.5602,1.4537,1.1123,1.1064,1.1026,1.0854,1.1909,1.1324,7
RUNX3,0.9139,0.8532,1.3017,1.0638,1.2694,1.4228,1.1154,1.2303,1.144,1.0924,2
RUSC1,0.7064,0.5666,0.6089,0.6111,0.8664,0.8338,1.0348,1.032,2.7271,2.1228,17
RUSC2,0.9833,0.9204,0.5823,0.5673,0.7266,0.816,1.0501,0.9932,2.6653,2.2471,8
RUVBL1,2.283,2.2588,1.271,1.3154,1.0958,1.1441,0.6779,0.6924,0.987,0.9695,374
RUVBL2,2.2973,2.363,1.2723,1.3414,1.0802,1.0944,0.6849,0.7036,0.9697,0.9464,394
RWDD1,5.5361,5.9842,1.193,1.3505,0.3013,0.3493,0.2917,0.3117,0.1872,0.2294,17
RWDD2A,3.0056,3.221,1.0936,1.101,0.676,0.8131,0.8234,0.9098,0.9206,0.9732,2
RWDD2B,3.5397,3.805,1.4758,1.6523,0.5437,0.6043,0.6699,0.6738,0.5783,0.5764,5
RWDD3,3.1255,3.1718,0.8221,0.8181,0.9606,0.9502,0.8116,0.7877,0.7614,0.7941,4
RWDD4,3.5693,3.5886,1.3171,1.4217,0.594,0.6825,0.6817,0.6745,0.5917,0.6011,16
RXRA,1.7395,2.067,1.7581,1.7627,0.8898,0.9656,0.876,0.7816,0.7798,0.8281,20
RXRB,1.0906,1.3553,1.6899,1.6302,0.9419,1.0089,1.0435,1.0435,0.8738,0.8871,12
RYBP,0.6619,0.6919,2.8833,2.8314,1.116,1.3284,0.5172,0.4675,0.5408,0.4394,4
RYK,1.3801,0.8819,0.7115,0.7089,1.1811,1.1081,1.315,1.3514,1.0733,1.1322,12
S100A10,0.5915,0.6923,2.0778,1.9828,0.9638,1.0177,1.0661,1.0388,0.7254,0.7074,371
S100A11,5.302,5.8404,1.1994,1.21,0.3545,0.3902,0.4032,0.3902,0.323,0.3053,388
S100A13,4.5432,4.8489,1.2116,1.2336,0.4949,0.5184,0.5375,0.5038,0.4904,0.4964,134
S100A14,0.4312,0.4775,0.4483,0.4406,1.6784,1.6702,1.7187,1.6887,0.9104,0.9587,341
S100A16,1.0015,1.0958,0.5828,0.5641,1.4299,1.4399,1.4682,1.4629,0.9104,0.9579,259
S100A2,5.4907,5.4113,1.3795,1.4266,0.3725,0.3831,0.4151,0.3809,0.3395,0.289,35
S100A3,0.902,0.9162,0.5381,0.5982,0.8381,0.6324,4.3901,0.6565,0.8286,0.4984,2
S100A4,1.9543,1.0892,1.7611,0.8458,1.1793,1.0419,1.021,0.9125,0.7148,1.2373,46
S100A6,3.0152,2.4394,1.6367,1.1281,0.9833,0.819,0.9627,0.7062,0.5268,0.7482,10
S100A7,3.7934,3.6935,1.1501,1.1624,0.8407,0.821,0.7223,0.8394,0.4954,0.5144,3
S100A8,4.9462,5.5795,1.2191,1.1765,0.3993,0.3869,0.4625,0.4391,0.3822,0.3415,67
S100A9,4.9092,5.5443,1.2323,1.1018,0.3978,0.4361,0.4544,0.453,0.4733,0.4615,116
S100P,5.9501,6.6642,1.1764,1.1955,0.2279,0.2451,0.2261,0.2338,0.2239,0.1951,70
S100PBP,0.9222,0.9671,1.2568,1.2918,1.4398,1.5221,0.6928,0.7975,0.8511,0.7679,8
S1PR2,0.179,0.5122,0.341,0.5175,1.3404,1.2183,1.7856,1.5705,1.7953,1.5011,1
S1PR3,0.8354,0.9185,0.9177,0.9558,1.3334,1.2677,1.5303,1.3482,1.1045,1.0256,2
S1PR5,0.5377,0.9194,0.4863,0.5211,1.2082,1.1489,1.5956,1.6034,1.462,1.5813,2
SAA4,1.1089,0.9175,1.0289,1.2125,0.7255,1.0175,1.4744,0.8163,2.2781,1.3041,1
SAAL1,2.3503,2.7177,2.4092,1.9897,0.5902,0.6248,0.6345,0.6302,0.5419,0.5575,51
SAC3D1,4.2764,4.5331,0.9722,1.0792,0.6077,0.6837,0.6326,0.5798,0.5756,0.5445,11
SACM1L,0.5592,0.5625,0.4628,0.4408,1.1772,1.0847,1.8041,1.623,1.3836,1.3714,142
SACS,1.0612,0.787,0.9736,1.0685,1.2047,1.2675,1.0841,1.0302,0.913,0.9704,15
SAE1,1.9428,2.4484,2.7616,2.107,0.6556,0.6234,0.5865,0.5586,0.519,0.496,211
SAFB,0.3884,0.3846,0.4584,0.4524,2.555,2.693,0.7121,0.7114,0.8417,0.9344,179
SAFB2,0.4286,0.4512,0.5048,0.482,2.6277,2.6444,0.745,0.7575,0.9148,0.962,106
SAMD1,0.5143,0.5754,1.0754,1.0383,1.6013,2.1098,0.9585,0.8622,0.9681,0.821,5
SAMD12,2.8158,2.9822,1.5983,1.6878,0.6281,0.6832,0.7017,0.7148,0.6129,0.575,11
SAMD4A,1.0882,1.106,0.9374,0.9326,0.7143,0.7445,0.6808,0.8235,2.4236,2.0591,8
SAMD4B,0.7511,0.7474,0.762,0.7481,0.7089,0.7589,0.916,0.9763,2.8176,2.4736,30
SAMD8,0.694,0.4255,0.2868,0.3393,1.2869,1.2141,1.9667,1.77,1.1319,1.2049,8
SAMD9,1.8314,1.7106,2.1213,2.1395,0.6486,0.7124,0.7171,0.7227,0.9099,0.8678,488
SAMD9L,0.9298,0.8566,1.9561,1.8698,0.8727,0.8996,0.9979,0.8544,1.3479,1.182,5
SAMHD1,1.2374,1.1918,2.5411,2.4707,0.695,0.7118,0.7478,0.6948,0.7684,0.6943,65
SAMM50,0.4338,0.4969,0.3665,0.3749,1.0902,1.0398,2.2848,2.1756,0.805,0.827,133
SAP130,0.543,0.511,0.8461,0.8932,1.8473,2.0179,0.6462,0.7045,1.4252,1.3948,33
SAP18,0.3848,0.3939,0.3822,0.3939,2.6015,2.8712,0.7717,0.8171,0.8094,0.8221,115
SAP30,0.9025,0.7401,1.1426,1.2998,1.3655,1.4442,0.6625,0.5844,1.7372,1.4757,6
SAP30BP,1.0903,1.1963,1.8536,1.8702,1.4016,1.1708,0.6864,0.6617,0.7071,0.7366,50
SAP30L,0.3937,0.3943,0.9342,0.9084,1.9599,1.8148,0.8932,0.9039,1.4769,1.4428,5
SAPCD2,2.3429,2.2162,0.9703,1.0633,0.8251,0.9482,0.9799,1.1267,0.9699,1.0788,28
SAR1A,2.8451,2.9677,0.5057,0.588,0.7564,0.8962,1.2239,1.4042,0.778,0.8855,41
SAR1B,2.8935,3.3193,0.4933,0.6285,0.7518,0.8376,1.1397,1.2561,0.8689,0.9027,27
SARS,5.4084,5.5348,1.2293,1.3889,0.3458,0.3853,0.3651,0.3788,0.3301,0.3287,240
SARS2,0.6949,0.7579,0.8914,0.9267,1.0957,1.1313,1.791,1.5458,0.9236,0.8826,31
SART1,0.5066,0.5297,0.8608,0.8079,1.7367,1.8028,0.7102,0.7082,1.6959,1.5343,218
SART3,0.4384,0.4521,1.619,1.53,0.9042,0.8414,0.5917,0.5793,2.4021,2.0227,232
SASH1,3.8479,4.1799,1.1196,1.2409,0.6287,0.6445,0.6679,0.6456,0.5901,0.6569,37
SASS6,2.5099,2.6314,1.1026,1.0892,0.7547,0.8777,0.9375,1.0626,0.7809,0.8825,29
SAT2,4.376,4.8532,1.0241,1.0111,0.535,0.4917,0.5225,0.5116,0.5698,0.5223,9
SATB1,0.3066,0.3559,2.7614,2.6615,1.4115,1.2906,0.6407,0.6582,0.6157,0.5109,1
SATB2,0.7311,0.7995,1.4056,1.5591,1.4096,1.2665,1.0696,1.05,0.9639,0.8499,23
SAV1,1.6511,1.6562,0.6607,0.6591,0.958,1.0436,1.2694,1.4767,1.1472,1.2491,20
SBDS,3.7031,3.9117,1.566,1.639,0.5153,0.5689,0.548,0.5284,0.5186,0.5225,229
SBF1,1.2177,1.1431,1.3963,1.3102,0.8486,0.8634,1.137,1.1833,1.3065,1.3504,78
SBF2,1.5267,1.4646,1.2483,1.176,0.8666,0.9192,1.1444,1.1542,1.2182,1.1955,50
SBNO1,0.9544,1.1805,2.2369,1.8764,0.7778,0.8034,0.9818,0.9502,0.9794,0.9004,53
SBNO2,0.739,0.848,1.4783,1.4261,0.8364,0.896,1.2512,1.2667,1.1643,1.126,21
SBSN,1.4354,1.236,0.7001,0.8134,1.2409,1.267,1.155,1.2646,1.5168,1.2374,5
SC5D,0.2443,0.3045,0.2261,0.2286,1.2932,1.4226,1.9053,1.8176,1.3193,1.5517,8
SCAF1,0.3587,0.2713,0.477,0.486,2.4792,2.5075,0.7741,0.7378,1.1825,1.1706,30
SCAF11,0.4104,0.3412,0.7125,0.672,2.4185,2.6858,0.6424,0.658,1.0048,0.9306,81
SCAF4,0.4409,0.4087,1.9096,1.7939,1.4305,1.417,0.817,0.8458,0.7911,0.892,71
SCAF8,0.4362,0.5014,2.0322,1.9287,1.107,1.1408,0.8185,0.8783,0.8681,0.8973,70
SCAI,0.7746,0.7943,0.7224,0.6982,1.7132,1.7625,0.8362,0.8433,1.4215,1.4042,25
SCAMP1,0.2405,0.2038,0.1808,0.1659,0.9631,1.0233,1.4987,1.4339,2.7538,2.2205,32
SCAMP2,0.3706,0.3508,0.2977,0.2926,1.0525,1.0657,1.3337,1.3367,2.555,2.0925,130
SCAMP3,0.458,0.4791,0.4072,0.3815,0.8867,0.8993,1.4432,1.3803,2.4803,2.0058,117
SCAMP4,0.4166,0.4585,0.4326,0.4309,1.151,1.3103,1.4133,1.5385,1.7643,1.6934,20
SCAND1,1.388,1.4891,1.7919,1.6223,0.8782,0.8973,0.8582,0.864,1.1465,1.0944,12
SCAND3,0.8001,0.5229,1.2144,1.2613,0.9139,1.2835,0.7203,1.0461,1.5451,1.5698,1
SCAP,0.7757,0.8508,0.5233,0.505,1.1952,1.0929,1.6284,1.5924,1.3669,1.3966,37
SCAPER,0.5558,0.5285,1.3675,1.2789,0.7022,0.7719,1.1134,1.138,2.0763,1.7507,57
SCARB1,0.6684,0.6025,0.5893,0.6092,1.1739,1.4035,1.6645,1.6977,1.3004,1.228,1
SCARB2,0.5687,0.5846,0.4336,0.4088,0.7134,0.7103,1.7803,1.5735,2.2177,1.8944,242
SCCPDH,0.5239,0.5053,0.4326,0.4073,1.1381,1.0682,1.9946,1.9384,1.117,1.1721,147
SCD,0.3765,0.3561,0.2927,0.2974,1.2419,1.2494,1.8051,1.6117,1.4108,1.5065,66
SCD5,0.3082,0.3664,0.2815,0.3059,1.2666,1.2341,1.9318,1.6487,1.3081,1.367,28
SCEL,1.1957,1.1925,1.8832,1.8693,0.9774,1.0226,0.9011,0.9129,0.7673,0.7304,287
SCFD1,0.6392,0.6669,0.4513,0.4351,1.0034,0.9456,1.7929,1.6358,1.6954,1.5591,285
SCFD2,0.4553,0.4256,0.3605,0.3992,1.1473,1.0698,1.7742,1.6241,1.5655,1.5149,50
SCGB1A1,0.4986,0.4043,1.2762,1.1771,1.3325,1.1237,1.4926,1.0633,1.6295,1.1097,2
SCIN,4.7572,5.0547,1.0488,1.0283,0.541,0.4949,0.6388,0.5997,0.5572,0.578,42
SCLT1,2.0353,2.3188,1.1137,1.187,0.7633,0.7808,1.1705,1.1819,0.7172,0.7265,23
SCLY,2.6542,3.1484,2.439,1.7804,0.5754,0.5597,0.6048,0.579,0.4478,0.4531,30
SCMH1,0.8836,0.7036,0.7095,0.7307,1.708,1.7698,0.7816,0.7977,1.7022,1.64,4
SCML2,0.5979,0.5182,2.0629,2.0027,1.3315,1.3722,0.6934,0.7766,0.9661,0.896,28
SCNM1,1.5367,1.5314,1.8961,1.4295,0.9869,1.162,0.782,0.9455,1.1337,0.8949,2
SCNN1A,0.3359,0.3172,0.3222,0.2935,1.2841,1.1464,1.9943,1.8375,1.3,1.4344,17
SCO1,0.9086,1.0146,0.5026,0.538,0.9666,1.0234,1.9805,1.9941,0.959,0.9506,51
SCO2,0.7899,0.8464,0.6445,0.6388,1.1682,1.073,1.9282,1.6598,0.9188,0.9681,34
SCOC,2.0668,2.0301,1.4034,1.1987,1.1012,1.3052,0.9799,0.8149,0.8466,0.7319,5
SCP2,0.3388,0.3771,0.9036,0.9725,0.9248,0.8069,2.1249,1.7412,1.1485,1.0852,170
SCPEP1,0.6547,0.6968,1.2326,1.1684,0.7275,0.7592,1.8723,1.6359,1.1269,0.9524,48
SCRIB,0.5979,0.5508,0.7062,0.7043,1.5641,1.5361,1.5604,1.509,0.8323,0.865,284
SCRN1,5.2099,5.3421,1.0885,1.1808,0.4281,0.4491,0.4465,0.4363,0.3757,0.4013,174
SCRN2,3.5933,4.0081,1.2259,1.2489,0.6351,0.7255,0.7844,0.6898,0.7072,0.6056,20
SCRN3,5.2581,5.407,1.398,1.3175,0.4389,0.4422,0.3875,0.3672,0.2919,0.2669,12
SCYL1,2.1962,2.1568,1.056,1.1505,0.751,0.8904,1.0982,1.2193,0.8857,1.0337,91
SCYL2,3.3486,3.5742,0.9595,0.9566,0.5966,0.7222,0.9075,1.017,0.7264,0.8286,87
SCYL3,0.6323,0.7045,1.2951,1.0987,0.8553,0.89,1.4603,1.4189,1.3616,1.317,33
SDAD1,0.5676,0.5937,0.5104,0.4958,0.8052,0.8485,0.8554,0.8409,3.3282,2.5944,91
SDC1,0.5133,0.574,0.501,0.5591,1.4465,1.4163,1.7273,1.615,0.9888,1.0222,119
SDC3,1.5272,1.5823,0.6197,0.6892,1.2141,1.3052,1.5341,1.3023,0.8747,0.9814,3
SDC4,0.5056,0.5218,0.4967,0.4737,1.2819,1.2936,1.8819,1.7344,1.2,1.2072,78
SDCBP,2.1499,2.2109,0.5745,0.5847,0.7137,0.7104,1.1024,1.0675,1.8126,1.6079,25
SDCBP2,2.3145,2.5825,1.2641,1.1929,0.6925,0.8273,1.0121,1.021,1.1119,0.9213,2
SDCCAG3,1.1422,0.874,1.5138,1.4288,0.9785,1.0011,1.4041,1.2701,0.8774,0.9127,10
SDCCAG8,2.1425,2.0931,1.2515,1.31,0.7915,0.8438,1.1447,1.1373,0.7317,0.6847,36
SDE2,1.0527,1.1884,1.551,1.3802,1.5468,1.63,0.8682,0.817,0.7575,0.6878,41
SDF2,0.1883,0.1941,0.8014,0.7926,1.145,1.0189,1.9182,1.6568,1.2834,1.354,18
SDF2L1,0.327,0.3616,0.8711,0.944,1.0769,1.0316,1.8491,1.583,1.1559,1.2556,32
SDF4,0.5359,0.541,1.151,1.1854,0.8329,0.8192,1.6176,1.2261,1.615,1.3429,165
SDHA,0.3963,0.4068,0.516,0.5046,1.0661,1.0505,2.3423,2.0943,0.8175,0.826,351
SDHB,0.3948,0.392,0.3856,0.3447,1.0762,1.0591,2.277,2.1013,0.8525,0.886,190
SDHC,0.6902,1.1798,0.5608,0.5254,1.1736,1.0857,1.5957,1.7313,1.063,1.3727,5
SDK1,0.61,0.5668,1.166,0.678,1.3426,1.2148,1.591,1.4739,1.0913,1.2526,4
SDR39U1,0.6563,0.7421,0.5924,0.6208,1.0781,1.1277,2.1564,2.0043,0.8142,0.8292,36
SDSL,4.6905,5.0771,1.1195,1.1843,0.4269,0.4633,0.5498,0.4879,0.3842,0.3973,17
SEBOX,1.286,1.1542,0.8556,0.7807,1.1599,1.2318,1.2914,1.1247,1.3149,1.1201,64
SEC11A,0.401,0.4311,0.3042,0.3112,1.2845,1.197,1.7626,1.6752,1.1845,1.2833,160
SEC11C,0.3305,0.2817,0.3054,0.3474,1.2781,1.1591,1.8758,1.6604,1.1807,1.3443,20
SEC13,2.0901,2.1974,1.2364,1.2285,1.0397,1.1113,0.8243,0.7839,0.9177,0.8415,63
SEC14L1,2.6871,2.875,0.8503,0.8664,0.7654,0.7698,1.1057,1.1091,0.8935,0.8771,26
SEC14L2,3.9373,4.9152,1.1033,1.1174,0.5969,0.5756,0.5692,0.5336,0.5632,0.5751,17
SEC16A,1.1737,1.0595,1.1342,1.1402,0.7899,0.8665,1.2415,1.3008,1.3556,1.3592,238
SEC22A,0.4395,0.5771,0.4173,0.3109,0.9098,0.9012,1.8684,1.6888,1.7455,1.5985,32
SEC22C,4.1212,2.5067,1.4817,0.7529,0.7101,0.7822,0.9589,0.8627,0.7097,0.8038,1
SEC23A,1.1499,1.0898,1.3397,1.3316,0.6895,0.7198,1.0734,1.0973,1.782,1.5751,159
